All Dates and Details Purchases by Product/Service,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,
All Dates,,,,,,,,,,,,

,Transaction date,Transaction type,Num,Vendor,Memo/Description,Quantity,Rate,Amount,Balance,SKU,Full name,Product/Service full name
,05/20/2024,Inventory Qty Adjust,44,,Shipment Received in.,29.00,92.50,"2,682.50","3,607.50",NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,05/20/2024,Inventory Qty Adjust,44,,Shipment Received in.,-29.00,92.50,"-2,682.50",925.00,NU-BC-2834,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,12/19/2024,Inventory Qty Adjust,74,,PO: 1228Received in on 12-16-24,25.00,,,925.00,NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,12/19/2024,Inventory Qty Adjust,74,,PO: 1228Received in on 12-16-24,25.00,92.50,"2,312.50","3,237.50",NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,12/19/2024,Inventory Qty Adjust,74,,PO: 1228Received in on 12-16-24,-25.00,92.50,"-2,312.50",925.00,NU-BC-2834,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,02/10/2025,Inventory Qty Adjust,77,,,25.00,,,925.00,NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,02/10/2025,Inventory Qty Adjust,77,,,25.00,92.50,"2,312.50","3,237.50",NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,02/10/2025,Inventory Qty Adjust,77,,,-25.00,92.50,"-2,312.50",925.00,NU-BC-2834,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,03/06/2025,Inventory Qty Adjust,84,,,25.00,,,925.00,NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,03/06/2025,Inventory Qty Adjust,84,,,25.00,92.50,"2,312.50","3,237.50",NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,03/06/2025,Inventory Qty Adjust,84,,,-25.00,92.50,"-2,312.50",925.00,NU-BC-2834,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,03/25/2025,Inventory Qty Adjust,88,,,25.00,,,925.00,NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,03/25/2025,Inventory Qty Adjust,88,,,25.00,92.50,"2,312.50","3,237.50",NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,03/25/2025,Inventory Qty Adjust,88,,,-25.00,92.50,"-2,312.50",925.00,NU-BC-2834,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,06/09/2025,Inventory Qty Adjust,92,,,10.00,,,925.00,NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,06/09/2025,Inventory Qty Adjust,92,,,10.00,92.50,925.00,"1,850.00",NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,06/09/2025,Inventory Qty Adjust,92,,,-10.00,92.50,-925.00,925.00,NU-BC-2834,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,09/10/2025,Inventory Qty Adjust,98,,,62.00,,,925.00,NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,09/10/2025,Inventory Qty Adjust,98,,,62.00,92.50,"5,735.00","6,660.00",NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,09/10/2025,Inventory Qty Adjust,98,,,-62.00,92.50,"-5,735.00",925.00,NU-BC-2834,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,11/11/2025,Inventory Qty Adjust,105,,Inventory Updated on 11.5.25,30.00,,,925.00,NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,11/11/2025,Inventory Qty Adjust,105,,Inventory Updated on 11.5.25,30.00,92.50,"2,775.00","3,700.00",NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,11/11/2025,Inventory Qty Adjust,105,,Inventory Updated on 11.5.25,-30.00,92.50,"-2,775.00",925.00,NU-BC-2834,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,11/20/2025,Inventory Qty Adjust,118,,,1.00,,,925.00,NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,11/20/2025,Inventory Qty Adjust,118,,,1.00,92.50,92.50,"1,017.50",NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,11/20/2025,Inventory Qty Adjust,118,,,-1.00,92.50,-92.50,925.00,NU-BC-2834,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,12/18/2025,Inventory Qty Adjust,123,,"3 pallets received in on 12/2/25. 
2-man: (x50) received
2-man Arch: (x25) received)
1.5-man: (x25) received
1.5-man Arch: (x25) received
1.5-man BCB (bucket cover bag): (x1) received",24.00,,,925.00,NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,12/18/2025,Inventory Qty Adjust,123,,"3 pallets received in on 12/2/25. 
2-man: (x50) received
2-man Arch: (x25) received)
1.5-man: (x25) received
1.5-man Arch: (x25) received
1.5-man BCB (bucket cover bag): (x1) received",24.00,92.50,"2,220.00","3,145.00",NU-BC-2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
,12/18/2025,Inventory Qty Adjust,123,,"3 pallets received in on 12/2/25. 
2-man: (x50) received
2-man Arch: (x25) received)
1.5-man: (x25) received
1.5-man Arch: (x25) received
1.5-man BCB (bucket cover bag): (x1) received",-24.00,92.50,"-2,220.00",925.00,NU-BC-2834,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34"""
"Total for FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,,,,,360.00,,$925.00,,,,
"FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42""",,,,,,,,,,,,
,06/18/2024,Inventory Starting Value,START,,"FlexPro Armor Guard Bucket Cover for ""Large""1.5-Man Bucket - 28""x42"" - Opening inventory and value",1.00,123.50,123.50,123.50,NU-BC-2842,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42"""
,09/27/2024,Inventory Qty Adjust,67,,"PO 1190, ordered 5.",5.00,,,123.50,NU-BC-2842,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42"""
,09/27/2024,Inventory Qty Adjust,67,,"PO 1190, ordered 5.",5.00,123.50,617.50,741.00,NU-BC-2842,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42"""
,09/27/2024,Inventory Qty Adjust,67,,"PO 1190, ordered 5.",-5.00,123.50,-617.50,123.50,NU-BC-2842,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42"""
,12/19/2024,Inventory Qty Adjust,73,,PO: 1228Received on 12/16/24,25.00,,,123.50,NU-BC-2842,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42"""
,12/19/2024,Inventory Qty Adjust,73,,PO: 1228Received on 12/16/24,25.00,123.50,"3,087.50","3,211.00",NU-BC-2842,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42"""
,12/19/2024,Inventory Qty Adjust,73,,PO: 1228Received on 12/16/24,-25.00,123.50,"-3,087.50",123.50,NU-BC-2842,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42"""
,02/18/2025,Inventory Qty Adjust,82,,"Traded 3 of these for 3 of the ""NU-BC-2834-CC"" bucket covers from Mississippi Power. I added those 3 products into the other inventory when subtracting these 3.",-3.00,,,123.50,NU-BC-2842,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42"""
,02/18/2025,Inventory Qty Adjust,82,,"Traded 3 of these for 3 of the ""NU-BC-2834-CC"" bucket covers from Mississippi Power. I added those 3 products into the other inventory when subtracting these 3.",-3.00,123.50,-370.50,-247.00,NU-BC-2842,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42"""
,02/18/2025,Inventory Qty Adjust,82,,"Traded 3 of these for 3 of the ""NU-BC-2834-CC"" bucket covers from Mississippi Power. I added those 3 products into the other inventory when subtracting these 3.",3.00,123.50,370.50,123.50,NU-BC-2842,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42"""
"Total for FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42""",,,,,,28.00,,$123.50,,,,
"FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man), 28"" x 44""",,,,,,,,,,,,
,04/18/2024,Inventory Starting Value,START,,"1.5-Man (Large) Rigid 3 Panel Bucket Cover 28""x44"" - Opening inventory and value",5.00,123.50,617.50,617.50,NU-BC-2844,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man), 28"" x 44"""
"Total for FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man), 28"" x 44""",,,,,,5.00,,$617.50,,,,
"FlexPro Armor Bucket Cover for 1.5-Man Bucket + Shield (Bucket Cover Bag Combo), 28"" x 34""",,,,,,,,,,,,
,10/01/2025,Inventory Starting Value,START,,"FlexPro Armor Bucket Cover for 1.5-Man Bucket + Shield (Bucket Cover Bag Combo), 28"" x 34"" - Opening inventory and value",1.00,,0.00,0.00,NU-BC-2834-C,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket + Shield (Bucket Cover Bag Combo), 28"" x 34"""
,12/18/2025,Inventory Qty Adjust,122,,"3 pallets received in on 12/2/25. 
2-man: (x50) received
2-man Arch: (x25) received)
1.5-man: (x25) received
1.5-man Arch: (x25) received
1.5-man BCB (bucket cover bag): (x1) received",1.00,,,0.00,NU-BC-2834-C,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket + Shield (Bucket Cover Bag Combo), 28"" x 34"""
,12/18/2025,Inventory Qty Adjust,122,,"3 pallets received in on 12/2/25. 
2-man: (x50) received
2-man Arch: (x25) received)
1.5-man: (x25) received
1.5-man Arch: (x25) received
1.5-man BCB (bucket cover bag): (x1) received",1.00,0.00,0.00,0.00,NU-BC-2834-C,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket + Shield (Bucket Cover Bag Combo), 28"" x 34"""
,12/18/2025,Inventory Qty Adjust,122,,"3 pallets received in on 12/2/25. 
2-man: (x50) received
2-man Arch: (x25) received)
1.5-man: (x25) received
1.5-man Arch: (x25) received
1.5-man BCB (bucket cover bag): (x1) received",-1.00,0.00,0.00,0.00,NU-BC-2834-C,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket + Shield (Bucket Cover Bag Combo), 28"" x 34"""
"Total for FlexPro Armor Bucket Cover for 1.5-Man Bucket + Shield (Bucket Cover Bag Combo), 28"" x 34""",,,,,,2.00,,$0.00,,,,
"FlexPro Armor Bucket Cover for 1.5-Man Bucket with Upper Control Cover - 28"" x 34""",,,,,,,,,,,,
,04/01/2024,Inventory Starting Value,START,,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket with Upper Control Cover - 28"" x 34"" - Opening inventory and value",1.00,108.00,108.00,108.00,NU-BC-CC2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket with Upper Control Cover - 28"" x 34"""
,02/18/2025,Inventory Qty Adjust,81,,"Traded these for MS Power ""Large"" 1.5-man BC (Ill be removing 3 from that inventory to off set this change/add)",3.00,,,108.00,NU-BC-CC2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket with Upper Control Cover - 28"" x 34"""
,02/18/2025,Inventory Qty Adjust,81,,"Traded these for MS Power ""Large"" 1.5-man BC (Ill be removing 3 from that inventory to off set this change/add)",3.00,108.00,324.00,432.00,NU-BC-CC2834,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket with Upper Control Cover - 28"" x 34"""
,02/18/2025,Inventory Qty Adjust,81,,"Traded these for MS Power ""Large"" 1.5-man BC (Ill be removing 3 from that inventory to off set this change/add)",-3.00,108.00,-324.00,108.00,NU-BC-CC2834,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket with Upper Control Cover - 28"" x 34"""
"Total for FlexPro Armor Bucket Cover for 1.5-Man Bucket with Upper Control Cover - 28"" x 34""",,,,,,4.00,,$108.00,,,,
"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,,,,,,,,,,
,06/04/2023,Inventory Starting Value,START,,"Boss Products *NEW SIZE* 2-Man Rigid 3 Panel Bucket Cover 28""x51"" - Opening inventory and value",37.00,109.50,"4,051.50","4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,06/14/2023,Inventory Qty Adjust,7,,LineTec Services bought (x2)  - shipped on 6/13/23Terex Utilities bought (x1) - shipped on 6/13/23,-3.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,06/14/2023,Inventory Qty Adjust,7,,LineTec Services bought (x2)  - shipped on 6/13/23Terex Utilities bought (x1) - shipped on 6/13/23,-3.00,109.50,-328.50,"3,723.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,06/14/2023,Inventory Qty Adjust,7,,LineTec Services bought (x2)  - shipped on 6/13/23Terex Utilities bought (x1) - shipped on 6/13/23,3.00,109.50,328.50,"4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,08/22/2023,Inventory Qty Adjust,15,,Ordered 75 2-man BCs,76.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,08/22/2023,Inventory Qty Adjust,15,,Ordered 75 2-man BCs,76.00,109.50,"8,322.00","12,373.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,08/22/2023,Inventory Qty Adjust,15,,Ordered 75 2-man BCs,-76.00,109.50,"-8,322.00","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/21/2023,Inventory Qty Adjust,26,,"20 of 50 ordered, delivered this week.",20.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/21/2023,Inventory Qty Adjust,26,,"20 of 50 ordered, delivered this week.",20.00,109.50,"2,190.00","6,241.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,12/21/2023,Inventory Qty Adjust,26,,"20 of 50 ordered, delivered this week.",-20.00,109.50,"-2,190.00","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,01/08/2024,Inventory Qty Adjust,28,,Somehow my inventory is/was off by one... I counted over the weekend and have 23. I've got 30 more on order/being made. (I ordered 50 when I had 3 or 4 remaining.),-1.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,01/08/2024,Inventory Qty Adjust,28,,Somehow my inventory is/was off by one... I counted over the weekend and have 23. I've got 30 more on order/being made. (I ordered 50 when I had 3 or 4 remaining.),-1.00,109.50,-109.50,"3,942.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,01/08/2024,Inventory Qty Adjust,28,,Somehow my inventory is/was off by one... I counted over the weekend and have 23. I've got 30 more on order/being made. (I ordered 50 when I had 3 or 4 remaining.),1.00,109.50,109.50,"4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/08/2024,Inventory Qty Adjust,34,,"I didn't correctly do inventory after the initial order of 50, when the remaining 30 came in... 21 is the amount still on hand",30.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/08/2024,Inventory Qty Adjust,34,,"I didn't correctly do inventory after the initial order of 50, when the remaining 30 came in... 21 is the amount still on hand",30.00,109.50,"3,285.00","7,336.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,03/08/2024,Inventory Qty Adjust,34,,"I didn't correctly do inventory after the initial order of 50, when the remaining 30 came in... 21 is the amount still on hand",-30.00,109.50,"-3,285.00","4,051.50",NU-BC-2851,Cost of goods sold,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,04/26/2024,Inventory Qty Adjust,40,,1) I miscounted last time an adjustment was done for the 2-man bucket covers... I thought 1 was missing but I found it. 2) Received in (x25) of my (x50) 2-man bucket cover order.,28.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,04/26/2024,Inventory Qty Adjust,40,,1) I miscounted last time an adjustment was done for the 2-man bucket covers... I thought 1 was missing but I found it. 2) Received in (x25) of my (x50) 2-man bucket cover order.,28.00,109.50,"3,066.00","7,117.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,04/26/2024,Inventory Qty Adjust,40,,1) I miscounted last time an adjustment was done for the 2-man bucket covers... I thought 1 was missing but I found it. 2) Received in (x25) of my (x50) 2-man bucket cover order.,-28.00,109.50,"-3,066.00","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,05/03/2024,Inventory Qty Adjust,42,,Sold 2 to LineTec on 5/1/24.Sold 1 to SWEPCO on 5/3/24. All after inventory numbers were taken But before I updated the inventory amount within QB... so I'm not sure if the invoices I created PRIOR TO UPDATING inventory amounts subtracted from the total or not? I did so by hand... so maybe I messed this up?,-2.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,05/03/2024,Inventory Qty Adjust,42,,Sold 2 to LineTec on 5/1/24.Sold 1 to SWEPCO on 5/3/24. All after inventory numbers were taken But before I updated the inventory amount within QB... so I'm not sure if the invoices I created PRIOR TO UPDATING inventory amounts subtracted from the total or not? I did so by hand... so maybe I messed this up?,-2.00,109.50,-219.00,"3,832.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,05/03/2024,Inventory Qty Adjust,42,,Sold 2 to LineTec on 5/1/24.Sold 1 to SWEPCO on 5/3/24. All after inventory numbers were taken But before I updated the inventory amount within QB... so I'm not sure if the invoices I created PRIOR TO UPDATING inventory amounts subtracted from the total or not? I did so by hand... so maybe I messed this up?,2.00,109.50,219.00,"4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,05/20/2024,Inventory Qty Adjust,45,,Shipment Received In.,24.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,05/20/2024,Inventory Qty Adjust,45,,Shipment Received In.,24.00,109.50,"2,628.00","6,679.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,05/20/2024,Inventory Qty Adjust,45,,Shipment Received In.,-24.00,109.50,"-2,628.00","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,06/19/2024,Inventory Qty Adjust,50,,"25 more of 50 ordered, delivered on 6/18/24",25.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,06/19/2024,Inventory Qty Adjust,50,,"25 more of 50 ordered, delivered on 6/18/24",25.00,109.50,"2,737.50","6,789.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,06/19/2024,Inventory Qty Adjust,50,,"25 more of 50 ordered, delivered on 6/18/24",-25.00,109.50,"-2,737.50","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,07/23/2024,Inventory Qty Adjust,56,,25 more of 50 ordered. Picked up the remaining 25 from the most recent order of (x50). (The 1st half - 25 of 50 - was received in about a month ago.),25.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,07/23/2024,Inventory Qty Adjust,56,,25 more of 50 ordered. Picked up the remaining 25 from the most recent order of (x50). (The 1st half - 25 of 50 - was received in about a month ago.),25.00,109.50,"2,737.50","6,789.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,07/23/2024,Inventory Qty Adjust,56,,25 more of 50 ordered. Picked up the remaining 25 from the most recent order of (x50). (The 1st half - 25 of 50 - was received in about a month ago.),-25.00,109.50,"-2,737.50","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,09/04/2024,Inventory Qty Adjust,58,,"NU PO: 1190. 19 Delivered. (4 from this order were drop shipped to LineTec by Boss and 2 to Brink. So, 6 in total from order of 75 were removed. Waiting on 50 more to arrive...)",19.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,09/04/2024,Inventory Qty Adjust,58,,"NU PO: 1190. 19 Delivered. (4 from this order were drop shipped to LineTec by Boss and 2 to Brink. So, 6 in total from order of 75 were removed. Waiting on 50 more to arrive...)",19.00,109.50,"2,080.50","6,132.00",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,09/04/2024,Inventory Qty Adjust,58,,"NU PO: 1190. 19 Delivered. (4 from this order were drop shipped to LineTec by Boss and 2 to Brink. So, 6 in total from order of 75 were removed. Waiting on 50 more to arrive...)",-19.00,109.50,"-2,080.50","4,051.50",NU-BC-2851,Inventory Shrinkage,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
,09/16/2024,Inventory Qty Adjust,61,,"25 more of my order of 75 have arrived. I've received 50 of the 75 ordered, to date. The remaining 25 will arrive in a few weeks.",25.00,,,"4,051.50",NU-BC-2851,Inventory Asset,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51"""
